dbn,number,question,answer
Q032,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. PS 32Q , in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. PS 32Q will support parents and families of Title I students by:"
X016,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. PS16XWakefield School, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
K340,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. North Star Academy, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. North Star Academy will support parents and families of Title I students by:"
M057,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in our school. Therefore, James Weldon Johnson Leadership Academy PS/MS 57, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between our school and the families. Our school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children.Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
Q026,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. PS 26, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. PS 26 will support parents and families of Title I students by:"
K397,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. 17K397, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. 17K397 will support parents and families of Title I students by:"
K383,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. Philippa Schuyler Middle School for the Gifted and Talented IS 383, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. Philippa Schuyler Middle School for the Gifted and Talented IS 383 will support parents and families of Title I students by:"
M094,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. 75M094, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. 75M094 will support parents and families of students by:"
R063,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. Marsh Avenue School for Expeditionary Learning, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. The school’s Parent Involvement Policy was designed based upon a careful assessment of the needs of all parents/guardians, including parents/guardians of English Language Learners and students with disabilities. The school community will conduct an annual evaluation of the content and effectiveness of this parent involvement policy with Title I parents to improve the academic quality of the school. The findings of the evaluation through school surveys and feedback forms will be used to design strategies to more effectively meet the needs of parents, and enhance the school’s Title I program. This information will be maintained by the school. MAELS will support parents and families of Title I students by:"
X228,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. Jonas Bronck, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. Jonas Bronck Academy will support parents and families of Title I students by:"
K618,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. Academy of Innovative Technology High School, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
M527,57,Educational research shows a positive correlation between effective parental involvement and student achievement.,
K630,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. Professional Pathways High School, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. Professional Pathways High School's policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Professional Pathways High School's Parent Involvement Policy was designed based upon a careful assessment of the needs of all parents/guardians, including parents/guardians of English Language Learners and students with disabilities. The Professional Pathways High School community will conduct an annual evaluation of the content and effectiveness of this parent involvement policy with Title I parents to improve the academic quality of Professional Pathways High School. The findings of the evaluation through Professional Pathways High School surveys and feedback forms will be used to design strategies to more effectively meet the needs of parents, and enhance the school’s Title I program. This information will be maintained by Professional Pathways High School. In developing the Title I Parent Involvement Policy, parents of Title I participating students, parent members of the school’s Parent Association (or Parent-Teacher Association), as well as parent members of the Professional Pathways High School Leadership Team, were consulted on the proposed Title I Parent Involvement Policy and asked to survey their members for additional input. 9 "
Q224,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," P224Q has used communication systems such as Class Dojo and Remind to connect with families. The use of these systems promoted and increased parent engagement. Based on the school survey data for the 2017-2018 school year: 96% of parents believe P224 offers activities and services to improve life outcomes for their child 97% of parents feel that the principal works to create a sense of community in the school 95% of parents say that school staff regularly communicate with them about how parents can help their children learn 97% of parents feel that teachers understand families' problems and concerns In the 2017-2018 school year, 1,344 parents were involved in a total of 35 events at P224Q, which included 8 more workshops/events from the previous year. As a result, parent involvement increased by 623 attendees Based on the data trend of the previous year, P224Q wants to provide meaningful child-driven workshops that will allow the families to learn the skills and then generalize in their home communities. Workshops can include math strategies, reading comprehension strategies, speech activities, PT, OT, and counseling strategies that students have learned in school and can generalize at home. Part 2 – Annual Goal Indicate your school’s 2018-19 goal for improving student outcomes and school performance that addresses this element of the Framework for Great Schools–Strong Family and Community Ties. Your goal must be responsive to the identified priority need(s) indicated in Part 1, and be written as SMART–Specific, Measurable, Achievable, Relevant, and Time-bound. By June 2019, P224Q teachers, coaches, and related service providers will provide 10 child driven workshops to families by offering interactive trainings, which will include skills that can be implemented and generalized in their home community. 2  Part 3a – Action Plan Activities/Strategies: Detail below the activities and strategies your school will implement to achieve the identified goal for this Framework for Great Schools element, including:  Evidence-based instructional programs, professional  development, and/or systems and structures needed to impact change. Strategies to address the needs of students with disabilities, English language learners, and other high-need student subgroups (e.g., overage/under-credited, SIFE, STH). Target Group(s) Who will be targeted? Timeline What is the start and end date? Key Personnel Who is responsible for implementing and overseeing the activity/strategy? Staff Sept 2018 Administration Administration will reach out to related service providers, teachers, and coaches, to develop the proposed workshop Administrators will create a calendar of proposed workshops to Staff Sept 2018 Administration be offered every month. A minimum of 1 child driven workshop will be offered. Related service providers, teachers, coaches, and administration Staff Sept. 2018 Administration will collaborate with other sites Administration will create a parent training calendar to be distributed to classroom teachers Parent workshop calendar will be posted on the website at the beginning of October and attendance will be posted after every event Evaluations will be given to parents at the end of each workshop in order to plan for the next training Parent Coordinator Administration Parent Coordinator Parent Coordinator Staff Parents Parents October 2018 Ongoing October 2018-June 2019 Staff Parents Ongoing October 2018- June 2019 Parent Coordinator Staff Related service providers, teachers, coaches, and administration Staff February 2019 * Parent Coordinator will collaborate with other sites to reflect on how their workshops have been going to plan for the remainder of the workshops, based on the evaluations given at the end of the * Staff * Administration workshop 3  3b – Parent and Family Engagement If any, list the Community Based Organizations or other partnerships that support parent/family and community engagement. Indicate with N/A if not applicable. * We will continue to partner with QSAC * Designated parent outreach time to communicate upcoming workshops and events (Tuesdays 2:20-3:35 as part of our SBO vote) * Parent coordinator to help facilitate workshops * School websites to inform parents of upcoming workshops and events * Remind/Class Dojo to communicate activities at the school Part 4 – Budget and Resource Alignment Part 4a. Indicate resources you will leverage to achieve this annual goal and implement this action plan, including human resources, instructional resources, schedule adjustments, etc. Human Resources: * Classroom teachers * Paraprofessionals * Literacy coach * Math coach * Alternate assessment coach * Unit coordinators * Administration * Related service providers * Students Instructional Resources: * Common Core aligned/connect curriculums * Reading A-Z, RAZ Kids application * Communications supports Schedule adjustments: * Schedules have been created to allow for common planning time and inquiry to promote collaborative teachers 4  Tax Levy money used for teacher professional development and support inquiry work. Part 4b. Indicate using an “X” the fund source(s) that will be utilized to support achievement of the specified goal. X Tax Levy C4E Title I SWP 21st Century Grant Part 5 – Progress Monitoring Title I TA SIG Title II, Part A PTA Funded Title III, Part A In Kind Title III, Immigrant Other Part 5a. Schools are expected to engage in progress monitoring as part of an overall cycle of continuous improvement planning. Identify a mid-point benchmark(s) that will indicate school progress toward meeting the specified goal. By November 1, 2018, P224Q will provide two child driven workshops to families By February 1, 2019, P224Q will provide a total of five child driven workshops to families By April 30, 2019, P224Q will provide a total of seven child driven workshops to families By June 26, 2019, P224Q will provide 10 child driven workshops to families, by offering interactive trainings, which will include skills that can be implemented and generalized in their home community. Part 5b. Indicate the specific instrument of measure that is used to assess progress. The evaluations at the end of the parent events, with a rating system of how meaningful the workshop was for them, as well as the comments given, will be used to assess progress. Part 5c. In February 2019, review progress towards meeting the annual goal and make adjustments to the action plan, if applicable. 5  Section 6: Academic Intervention Services (AIS) (Required for All Schools) Directions: Schools need to maintain accurate records of students who are receiving Academic Intervention Services (AIS) to ensure that students who are not achieving proficiency receive effective and timely assistance. These records need to be made available upon request and indicate the total number of students receiving AIS in each subject area listed below and for each applicable grade in your school. Type of Academic Intervention Service (AIS) English Language Arts (ELA) Criteria for determining AIS services (For additional guidance, refer to NYSED’s memo.) Students who score less then 2.75%on state assessments and who are below expected grade level on theFountasand Pinnelassessment Mathematics Students who score less then 2.75%on state assessments and who are below expected grade level on the Scantron assessment When the service is provided (e.g. during the school day, before or after school, etc.) During the school day : Recess, Literacy block , and Math Method for delivery of service (e.g. small group, one-to-one, tutoring, etc.) Small group; Differentiated Instruction One-to-One instruction; Small Group Instruction; Differentiated Instruction Small group; Differentiated Instruction During the school day : Recess, Literacy block , and Math One-to-One instruction; Small Group Instruction; Differentiated Instruction Type of program or strategy (e.g. repeated readings, interactive writings, etc.) Words Their Way, Bookshop Mondo and Fundations are used to improve decoding skills. Great Leaps is used for students in Gr. K-5 to improve fluency. Ready Gen Enrichment Activities, Leap Frog, Scantron resources and I-Pad activities are used to improve vocabulary and comprehension skills NY Ready is used to develop and improve test taking strategies. Fountasand PinellResources, and Reading A to Z Scantron Resources, I-Pad activities are used to improve all skill areas .NY Ready is used to develop and improve test taking strategies. Go Math enrichment activities. These activities are used to improve problem solving skills, number sense and operational skills, Morningsidefluency, 6  Science Social Studies Students who score less then 2.75% on state assessments and who are below expected grade level on theScantronand Fountasand Pinellassessment Students who score 2.75% or below on the ELAstate assessment and are below expected grade level on theScantronand FountasandPinell assessment At-risk services (e.g. provided by the Guidance Counselor, School Psychologist, Social Worker, etc.) Functional behavior assessments, behavior intervention plans, sudden changes in behavior which is a program to increase fluency through differentiated activities. Students will complete intervention activities as outlined in STEM SCOPES, Harcourt Teacher resource book, Smart Exchange activities, and Brain Pop These activities are used to teach concepts in different modalities and prepare children for the skills needed to succeed on state and local assessments Students will use leveled Social Studies Readers, Harcourt Activities, Brain Pop, and I-Pad activities and a supplemental program Little Passports. These activities Small groups and/or 1:1 instruction During the school day are used to teach concepts in different modalities and prepare children for the skills needed to succeed on state and local assessments. Students will be taught the strategies they need to maintain their behavior and interact Small group; Differentiated Instruction During the school day : Recess, Literacy block , and Math One-to-One instruction; Small Group Instruction; Differentiated Instruction Small group; Differentiated Instruction During the school day : Recess, Literacy block , and Math One-to-One instruction; Small Group Instruction; Differentiated Instruction Small group; Differentiated Instruction During the school day 7  parent request, attendance concerns One-to-One instruction; Small Group Instruction; Differentiated Instruction appropriately in social settings as well as organize their time and materials. Students will be taught pre-vocational skills and transitional skills. Services will be provided by the guidance counselor and/or the School Psychologist. 8  Section 7: Support for Students in Temporary Housing (STH) Directions: - All Title I schools must complete Part A of this section. - All Non-Title I schools must complete Part B of this section. Supporting Students in Temporary Housing (STH) As included in your Office of School and Youth Development Consolidated Plan STH Section and in accordance with the federal McKinney-Vento Homeless Assistance Act and Chancellor's Regulation A-780, schools must identify, serve, and report on students living in temporary housing (STH). For more information on using Title I set-aside funds to support your STH population, please refer to the Frequently Asked Questions document on DOE's website: http://schools.nyc.gov/NR/rdonlyres/8D99859A-AE04-40EA-A462-5363F87E67E9/0/FAQTitleISetAsideFY14.pdf Part A: FOR TITLE I SCHOOLS 1. Please identify the number of Students in Temporary Housing who are currently attending your school. (Please note that your current STH population may not be the same as officially reported in DOE systems and may change over the course of the year.) N/A 2. Please describe the services you are planning to provide to the STH population. N/A Part B: FOR NON-TITLE I SCHOOLS 1. Please identify the number of Students in Temporary Housing who are currently attending your school (please note that your STH population may change over the course of the year). 5 students 2. Please describe the services you are planning to provide to the STH population with the Title I set-aside funds. 9  N/A 3. Some Non-Title I schools receive a specific allocation based on the reported number of students living in temporary housing. If your school received an allocation (please refer to the current Title I Funds Summary of School Allocation Memorandum), include the amount your school received in this question. If your school did not receive an allocation and needs assistance in identifying resources to assist STH students, please contact an STH liaison. N/A 0  Directions: Section 8: Title I Program Information  All Schools must indicate their Title I status in Part 1.  All elements of the All Title I Schools section must be completed in Part 2.  All Targeted Assistance (TA) Schools must also complete the TA Schools Only section in Part 3.  All Schoolwide Program (SWP) Schools must also complete the SWP Schools Only section in Part 4.  If a required component is addressed elsewhere in this plan, you may refer to the section(s) where the response can be found.  For additional information, visit the Title I Intranet webpage. Part 1: Title I Status Indicate with an “X” your school’s Title I Status. Schoolwide Program (SWP) Targeted Assistance (TA) Schools X Non-Title I Part 2: All Title I Schools 2a. Highly Qualified Teachers (HQT) Describe the strategies and activities including strategies for recruitment, retention, assignments, and support including high quality professional development that ensures staff is highly qualified. N/A 2b. High Quality and Ongoing Professional Development Describe the activities and strategies for high quality professional development for teachers, principals, paraprofessionals, and staff that enable all students to meet Common Core State Standards (CCSS). N/A Part 3: TA Schools Only 3a. Use of Program Resources Describe how the TA program resources will assist participating children to meet proficiency. N/A 3b. TA Coordination with the Regular Program Describe the planning, coordination and support of the TA program with the regular educational program (i.e., providing ELT, accelerated, high-quality curriculum, including applied learning; and minimize removing children from the regular classroom during regular school day). N/A 1  Part 4: SWP Schools Only 4a. Transition Plans to Assist Preschool Children (Elementary Schools Only) Describe the transition plans used to assist preschool children from early childhood programs to the elementary school program (e.g. aligned curriculum, joint PD & parent involvement activities, sharing of records/info, early intervention services, etc.). N/A 4b. Measures to Include Teachers in Decisions Regarding Assessments Describe the decision making process that teachers participate in regarding the use and selection of appropriate multiple assessment measures and the professional development provided regarding the use of assessment results to improve instruction. N/A 4c. “Conceptual” Consolidation of Funds in SWP Schools Directions: All Schoolwide Program (SWP) schools in NYC are conceptually consolidating their Federal, State, and Local funds, even though the Galaxy system reports the allocations in separate accounting codes1. To be eligible for the flexibility consolidation of Federal funds, a Schoolwide Program school must identify in its Schoolwide plan (CEP) which programs are included in its consolidation and the amount each program contributes to the consolidated Schoolwide pool. Additionally, the school plan must document that it has met the intent and purposes of each program whose funds are consolidated2. On the chart below, indicate which Federal, State, and/or local Tax Levy program funds that are consolidated in your school’s Schoolwide Program, the amount each program contributes to the consolidated Schoolwide pool, and verification that the school has met the intent and purposes of each program whose funds are consolidated. Program Name Fund Source (i.e. Federal, State or Local) Funding Amount Indicate the amount contributed to Schoolwide pool. (Refer to Galaxy for school allocation amounts) Place an (X) in Column A below to verify that the school has met the intent and purposes of each program whose funds are consolidated. Indicate in Column B, section references where a related program activity has been described in this plan. Column A Column B Verify with an (X) Section Reference(s) Title I Part A (Basic) Title II, Part A Title III, Part A Title III, Immigrant Tax Levy (FSF) Federal Federal Federal Federal Local 0 0 0 $12,366 0 NA NA NA NA NA NA NA NA NA NA 1Explanation/Background: Title I Schoolwide Program schools are expected to use the flexibility available to them to integrate services and programs with the aim of enhancing the entire educational program and helping all students reach proficient and advanced levels of achievement. In addition to coordinating and integrating services, Schoolwide Program schools may combine most Federal, State and local funds to provide those services. By consolidating funds from Federal, State, and local sources, a Schoolwide Program school can address its needs using all its available resources. This gives a school more flexibility in how it uses available resources to meet the identified needs of all its students. 2  Consolidating funds in a Schoolwide Program means that a school treats the funds it is consolidating like they are a single “pool” of funds. In other words, the funds from the contributing programs in the school lose their individual identity and the school has one flexible pool of funds. The school uses funds from this consolidated Schoolwide pool to support any activity of the Schoolwide Program without regard to which program contributed the specific funds used for a particular activity – so long as the use of funds meets the intent and purposes of the programs from which the funds originate. To consolidate funding in a Schoolwide Program, the school does not literally need to combine funds in a single account or pool with its own accounting code. Rather, the word “pool” is used conceptually to convey that a Schoolwide Program school has the use of all consolidated funds available to it for the dedicated function of operating a Schoolwide Program without regard to the identity of those funds. Consolidating Federal funds in a Schoolwide Program has the following additional advantages:  Consolidating Federal funds eases the requirements for accounting for funds from each specific program separately, because a Schoolwide school is not required to distinguish among funds received from different sources when accounting for their use.  A school that consolidates Federal funds in its Schoolwide Program is not required to meet most of the statutory and regulatory requirements of the specific Federal programs included in the consolidation (e.g., semi-annual time and effort reporting for Title I). However, the school must ensure that it meets the intent and purposes of the Federal programs included in the consolidation so that the needs of the intended beneficiaries are met. 2The intent and purposes of the Federal programs indicated on the chart above (Part 4c of this section) are as follows:  Title I, Part A – Schoolwide Programs: To upgrade the entire educational program in the school in order to improve the academic achievement of all students, particularly the lowest-achieving students. This includes provision of services for Students in Temporary Housing (STH).  Title I Priority and Focus School Improvement Funding: Support implementation of school improvement plans that aims to improve instruction and address the identified needs  Title II, Part A: Supplementary funding to improve student academic achievement by reducing class size in grades K, 1, 2, and 3, with an emphasis on grades with an average register greater than 20. If space is not available to form additional classes, funds may support push-in teacher(s) to supplement the instructional program.  Title III, Part A: To help ensure that children with limited English proficiency become proficient in English, develop high academic attainment in English, and meet the same challenging State academic content and achievement standards in the core academic subjects that all other children are expected to meet. Another purpose of this program is to increase the capacity of schools to establish, implement and sustain high-quality language instruction programs and English language development programs that assist schools in effectively teaching students with limited English proficiency. Title III, Part A is also designed to promote the participation of parents and communities of limited English proficient children in English language instruction programs.  Title III Immigrant: Supplementary and enhanced services to LEP/ELL immigrant students, in the areas of English language acquisition and content area achievement. Important Note: The following funds may not be consolidated:  Title I Parent Involvement Set-aside: Title I, Part A funds must support parent involvement activities and programs. Chancellor’s Regulation A-655 requires School Leadership Teams to consult with Title I parent representatives regarding the Title I program and the use of these funds. Parent involvement activities funded through Title I must be included in the Parent and Family Engagement Policy and aligned with student achievement goals in the school comprehensive educational plan. IDEA: To ensure that all children with disabilities have available to them a free appropriate public education designed to meet their individual needs.   Grant funds awarded via a competitive process: These funds must be used for the purposes specified by the Grantor, as described in the school’s approved grant application. 3  4  Section 9: Parent and Family Engagement Policy and School-Parent Compact (SPC) (Required for All Title I Schools) Directions: Title I schools are required to establish a Title I parent committee that will serve as the consultative and representative body for all Title I parents in the school regarding the Title I program. The Title I parent committee will participate with the School Leadership Team (SLT) in the joint review, planning, and improvement of the school’s Title I program. All Title I schools are required to have a Title I Parent Representative or Parent Advisory Council Chairperson that develops a Parent and Family Engagement Policy in collaboration with the School Leadership Team that meets the parental involvement requirements of Title I. The Parent and Family Engagement Policy should describe how your school will plan and implement effective parent involvement activities and/or strategies to improve student academic achievement and school performance. The School-Parent Compact (SPC) is a component of the Parent and Family Engagement Policy that outlines how parents, the entire school staff, and students will share this responsibility. The activities and/or strategies included in your school’s Parent and Family Engagement Policy should align with current S/CEP goals for improving student achievement. Schools are encouraged to include feedback from the Parent Coordinator when updating the policy. In addition, if the school community will be engaged this year in central parent involvement initiatives, such as Parent Academy, which will provide training for school communities to help strengthen family-school partnerships, please be sure to include these activities in the school’s policy. Your school’s Title I Parent Representative or Parent Advisory Council Chairperson is encouraged to use the sample Parent and Family Engagement and SPC templates below (which meet federal Title I parental involvement requirements) as guidance for updating the school’s current policy. Parent and Family Engagement Policy Educational research shows a positive correlation between effective parental involvement and student achievement. The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. P.S. 224Q, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. P.S. 224Q will support parents and families of Title I students by:"
X566,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. Pelham Gardens Middle School (11X566) , in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
M255,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. Salk School of Science, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
M533,57,Educational research shows a positive correlation between effective parental involvement and student achievement.,
K195,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. P.S 195 Manhattan Beach, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community. N/A"
M282,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. The Urban Assembly Maker Academy, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
M296,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. High School of Hospitality Management, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
M297,57,Educational research shows a positive correlation between effective parental involvement and student achievement.," The overall aim of this policy is to develop a parent involvement program that will ensure effective involvement of parents and community in the school. M.S. 297, in compliance with the Section 1118 of Title I, Part A of the Every Student Succeeds Act (ESSA), is responsible for creating and implementing a parent involvement policy to strengthen the connection and support of student achievement between the school and the families. The school’s policy is designed to keep parents informed by actively involving them in planning and decision-making in support of the education of their children. Parents are encouraged to actively participate on the School Leadership Team, Parent Association, and Title I Parent Committee as trained volunteers and welcomed members of the school community."
